"index","smiles","monomers","distribution","replicate_structure","smiles_polymer","mechanism"
"0","NCCCCCCCCCC(=O)O","('NCCCCCCCCCC(=O)O',)","[]","0","NCCCCCCCCCC(=O)[Rn]NCCCCCCCCCC(=O)O","amide"
"1","C=C(C)C(=O)Oc2ccc(C1CCCCC1)cc2","('C=C(C)C(=O)Oc1ccc(C2CCCCC2)cc1',)","[]","0","CC([Rn])(CC(C)(C[Rn])C(=O)Oc1ccc(C2CCCCC2)cc1)C(=O)Oc1ccc(C2CCCCC2)cc1","vinyl"
"2","C=C(C)C(=O)Oc2ccc(C1CCCCC1)cc2","('C=C(C)C(=O)Oc1ccc(C2CCCCC2)cc1',)","[]","0","CC(C[Rn])(C(=O)Oc1ccc(C2CCCCC2)cc1)C(C)(C[Rn])C(=O)Oc1ccc(C2CCCCC2)cc1","vinyl"
"3","C=C(C)C(=O)Oc2ccc(C1CCCCC1)cc2","('C=C(C)C(=O)Oc1ccc(C2CCCCC2)cc1',)","[]","0","CC([Rn])(CCC(C)([Rn])C(=O)Oc1ccc(C2CCCCC2)cc1)C(=O)Oc1ccc(C2CCCCC2)cc1","vinyl"
"4","C=C(C)C(=O)Oc2ccc(C1CCCCC1)cc2","('C=C(C)C(=O)Oc1ccc(C2CCCCC2)cc1',)","[]","0","CC([Rn])(CC(C)(C[Rn])C(=O)Oc1ccc(C2CCCCC2)cc1)C(=O)Oc1ccc(C2CCCCC2)cc1","vinyl"
"5","CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCC)cc1',)","[]","0","CCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCC)cc2)cc1","vinyl"
"6","CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCC)cc1',)","[]","0","CCOc1ccc(C(C[Rn])C(C[Rn])c2ccc(OCC)cc2)cc1","vinyl"
"7","CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCC)cc1',)","[]","0","CCOc1ccc(C([Rn])CCC([Rn])c2ccc(OCC)cc2)cc1","vinyl"
"8","CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCC)cc1',)","[]","0","CCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCC)cc2)cc1","vinyl"
"9","Fc1ccc(C=C)cc1","('C=Cc1ccc(F)cc1',)","[]","0","Fc1ccc(C([Rn])CC(C[Rn])c2ccc(F)cc2)cc1","vinyl"
"10","Fc1ccc(C=C)cc1","('C=Cc1ccc(F)cc1',)","[]","0","Fc1ccc(C(C[Rn])C(C[Rn])c2ccc(F)cc2)cc1","vinyl"
"11","Fc1ccc(C=C)cc1","('C=Cc1ccc(F)cc1',)","[]","0","Fc1ccc(C([Rn])CCC([Rn])c2ccc(F)cc2)cc1","vinyl"
"12","Fc1ccc(C=C)cc1","('C=Cc1ccc(F)cc1',)","[]","0","Fc1ccc(C([Rn])CC(C[Rn])c2ccc(F)cc2)cc1","vinyl"
"13","OCc1ccc(C=C)cc1","('C=Cc1ccc(CO)cc1',)","[]","0","OCc1ccc(C([Rn])CC(C[Rn])c2ccc(CO)cc2)cc1","vinyl"
"14","OCc1ccc(C=C)cc1","('C=Cc1ccc(CO)cc1',)","[]","0","OCc1ccc(C(C[Rn])C(C[Rn])c2ccc(CO)cc2)cc1","vinyl"
"15","OCc1ccc(C=C)cc1","('C=Cc1ccc(CO)cc1',)","[]","0","OCc1ccc(C([Rn])CCC([Rn])c2ccc(CO)cc2)cc1","vinyl"
"16","OCc1ccc(C=C)cc1","('C=Cc1ccc(CO)cc1',)","[]","0","OCc1ccc(C([Rn])CC(C[Rn])c2ccc(CO)cc2)cc1","vinyl"
"17","CC(C)CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC(C)C)cc1',)","[]","0","CC(C)CCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCCC(C)C)cc2)cc1","vinyl"
"18","CC(C)CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC(C)C)cc1',)","[]","0","CC(C)CCOc1ccc(C(C[Rn])C(C[Rn])c2ccc(OCCC(C)C)cc2)cc1","vinyl"
"19","CC(C)CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC(C)C)cc1',)","[]","0","CC(C)CCOc1ccc(C([Rn])CCC([Rn])c2ccc(OCCC(C)C)cc2)cc1","vinyl"
"20","CC(C)CCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC(C)C)cc1',)","[]","0","CC(C)CCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCCC(C)C)cc2)cc1","vinyl"
"21","CC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)C)cc1',)","[]","0","CC(C)Oc1ccc(C([Rn])CC(C[Rn])c2ccc(OC(C)C)cc2)cc1","vinyl"
"22","CC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)C)cc1',)","[]","0","CC(C)Oc1ccc(C(C[Rn])C(C[Rn])c2ccc(OC(C)C)cc2)cc1","vinyl"
"23","CC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)C)cc1',)","[]","0","CC(C)Oc1ccc(C([Rn])CCC([Rn])c2ccc(OC(C)C)cc2)cc1","vinyl"
"24","CC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)C)cc1',)","[]","0","CC(C)Oc1ccc(C([Rn])CC(C[Rn])c2ccc(OC(C)C)cc2)cc1","vinyl"
"25","COc1ccc(C=C)cc1","('C=Cc1ccc(OC)cc1',)","[]","0","COc1ccc(C([Rn])CC(C[Rn])c2ccc(OC)cc2)cc1","vinyl"
"26","COc1ccc(C=C)cc1","('C=Cc1ccc(OC)cc1',)","[]","0","COc1ccc(C(C[Rn])C(C[Rn])c2ccc(OC)cc2)cc1","vinyl"
"27","COc1ccc(C=C)cc1","('C=Cc1ccc(OC)cc1',)","[]","0","COc1ccc(C([Rn])CCC([Rn])c2ccc(OC)cc2)cc1","vinyl"
"28","COc1ccc(C=C)cc1","('C=Cc1ccc(OC)cc1',)","[]","0","COc1ccc(C([Rn])CC(C[Rn])c2ccc(OC)cc2)cc1","vinyl"
"29","COC(=O)c1ccc(C=C)cc1","('C=Cc1ccc(C(=O)OC)cc1',)","[]","0","COC(=O)c1ccc(C([Rn])CC(C[Rn])c2ccc(C(=O)OC)cc2)cc1","vinyl"
"30","COC(=O)c1ccc(C=C)cc1","('C=Cc1ccc(C(=O)OC)cc1',)","[]","0","COC(=O)c1ccc(C(C[Rn])C(C[Rn])c2ccc(C(=O)OC)cc2)cc1","vinyl"
"31","COC(=O)c1ccc(C=C)cc1","('C=Cc1ccc(C(=O)OC)cc1',)","[]","0","COC(=O)c1ccc(C([Rn])CCC([Rn])c2ccc(C(=O)OC)cc2)cc1","vinyl"
"32","COC(=O)c1ccc(C=C)cc1","('C=Cc1ccc(C(=O)OC)cc1',)","[]","0","COC(=O)c1ccc(C([Rn])CC(C[Rn])c2ccc(C(=O)OC)cc2)cc1","vinyl"
"33","COCc1ccc(C=C)cc1","('C=Cc1ccc(COC)cc1',)","[]","0","COCc1ccc(C([Rn])CC(C[Rn])c2ccc(COC)cc2)cc1","vinyl"
"34","COCc1ccc(C=C)cc1","('C=Cc1ccc(COC)cc1',)","[]","0","COCc1ccc(C(C[Rn])C(C[Rn])c2ccc(COC)cc2)cc1","vinyl"
"35","COCc1ccc(C=C)cc1","('C=Cc1ccc(COC)cc1',)","[]","0","COCc1ccc(C([Rn])CCC([Rn])c2ccc(COC)cc2)cc1","vinyl"
"36","COCc1ccc(C=C)cc1","('C=Cc1ccc(COC)cc1',)","[]","0","COCc1ccc(C([Rn])CC(C[Rn])c2ccc(COC)cc2)cc1","vinyl"
"37","Cc1ccc(C=C)cc1","('C=Cc1ccc(C)cc1',)","[]","0","Cc1ccc(C([Rn])CC(C[Rn])c2ccc(C)cc2)cc1","vinyl"
"38","Cc1ccc(C=C)cc1","('C=Cc1ccc(C)cc1',)","[]","0","Cc1ccc(C(C[Rn])C(C[Rn])c2ccc(C)cc2)cc1","vinyl"
"39","Cc1ccc(C=C)cc1","('C=Cc1ccc(C)cc1',)","[]","0","Cc1ccc(C([Rn])CCC([Rn])c2ccc(C)cc2)cc1","vinyl"
"40","Cc1ccc(C=C)cc1","('C=Cc1ccc(C)cc1',)","[]","0","Cc1ccc(C([Rn])CC(C[Rn])c2ccc(C)cc2)cc1","vinyl"
"41","CCCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCCC)cc1',)","[]","0","CCCCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCCCC)cc2)cc1","vinyl"
"42","CCCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCCC)cc1',)","[]","0","CCCCOc1ccc(C(C[Rn])C(C[Rn])c2ccc(OCCCC)cc2)cc1","vinyl"
"43","CCCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCCC)cc1',)","[]","0","CCCCOc1ccc(C([Rn])CCC([Rn])c2ccc(OCCCC)cc2)cc1","vinyl"
"44","CCCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCCC)cc1',)","[]","0","CCCCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCCCC)cc2)cc1","vinyl"
"45","CCCCCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCCCCC)cc1',)","[]","0","CCCCCCOCc1ccc(C([Rn])CC(C[Rn])c2ccc(COCCCCCC)cc2)cc1","vinyl"
"46","CCCCCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCCCCC)cc1',)","[]","0","CCCCCCOCc1ccc(C(C[Rn])C(C[Rn])c2ccc(COCCCCCC)cc2)cc1","vinyl"
"47","CCCCCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCCCCC)cc1',)","[]","0","CCCCCCOCc1ccc(C([Rn])CCC([Rn])c2ccc(COCCCCCC)cc2)cc1","vinyl"
"48","CCCCCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCCCCC)cc1',)","[]","0","CCCCCCOCc1ccc(C([Rn])CC(C[Rn])c2ccc(COCCCCCC)cc2)cc1","vinyl"
"49","CCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC)cc1',)","[]","0","CCCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCCC)cc2)cc1","vinyl"
"50","CCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC)cc1',)","[]","0","CCCOc1ccc(C(C[Rn])C(C[Rn])c2ccc(OCCC)cc2)cc1","vinyl"
"51","CCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC)cc1',)","[]","0","CCCOc1ccc(C([Rn])CCC([Rn])c2ccc(OCCC)cc2)cc1","vinyl"
"52","CCCOc1ccc(C=C)cc1","('C=Cc1ccc(OCCC)cc1',)","[]","0","CCCOc1ccc(C([Rn])CC(C[Rn])c2ccc(OCCC)cc2)cc1","vinyl"
"53","CCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCC)cc1',)","[]","0","CCCOCc1ccc(C([Rn])CC(C[Rn])c2ccc(COCCC)cc2)cc1","vinyl"
"54","CCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCC)cc1',)","[]","0","CCCOCc1ccc(C(C[Rn])C(C[Rn])c2ccc(COCCC)cc2)cc1","vinyl"
"55","CCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCC)cc1',)","[]","0","CCCOCc1ccc(C([Rn])CCC([Rn])c2ccc(COCCC)cc2)cc1","vinyl"
"56","CCCOCc1ccc(C=C)cc1","('C=Cc1ccc(COCCC)cc1',)","[]","0","CCCOCc1ccc(C([Rn])CC(C[Rn])c2ccc(COCCC)cc2)cc1","vinyl"
"57","C=Cc2ccc(c1ccccc1)cc2","('C=Cc1ccc(-c2ccccc2)cc1',)","[]","0","[Rn]CC(CC([Rn])c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1","vinyl"
"58","C=Cc2ccc(c1ccccc1)cc2","('C=Cc1ccc(-c2ccccc2)cc1',)","[]","0","[Rn]CC(c1ccc(-c2ccccc2)cc1)C(C[Rn])c1ccc(-c2ccccc2)cc1","vinyl"
"59","C=Cc2ccc(c1ccccc1)cc2","('C=Cc1ccc(-c2ccccc2)cc1',)","[]","0","[Rn]C(CCC([Rn])c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1","vinyl"
"60","C=Cc2ccc(c1ccccc1)cc2","('C=Cc1ccc(-c2ccccc2)cc1',)","[]","0","[Rn]C(CC(C[Rn])c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1","vinyl"
"61","CCC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)CC)cc1',)","[]","0","CCC(C)Oc1ccc(C([Rn])CC(C[Rn])c2ccc(OC(C)CC)cc2)cc1","vinyl"
"62","CCC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)CC)cc1',)","[]","0","CCC(C)Oc1ccc(C(C[Rn])C(C[Rn])c2ccc(OC(C)CC)cc2)cc1","vinyl"
"63","CCC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)CC)cc1',)","[]","0","CCC(C)Oc1ccc(C([Rn])CCC([Rn])c2ccc(OC(C)CC)cc2)cc1","vinyl"
"64","CCC(C)Oc1ccc(C=C)cc1","('C=Cc1ccc(OC(C)CC)cc1',)","[]","0","CCC(C)Oc1ccc(C([Rn])CC(C[Rn])c2ccc(OC(C)CC)cc2)cc1","vinyl"
"65","CC(C)(C)c1ccc(C=C)cc1","('C=Cc1ccc(C(C)(C)C)cc1',)","[]","0","CC(C)(C)c1ccc(C([Rn])CC(C[Rn])c2ccc(C(C)(C)C)cc2)cc1","vinyl"
"66","CC(C)(C)c1ccc(C=C)cc1","('C=Cc1ccc(C(C)(C)C)cc1',)","[]","0","CC(C)(C)c1ccc(C(C[Rn])C(C[Rn])c2ccc(C(C)(C)C)cc2)cc1","vinyl"
"67","CC(C)(C)c1ccc(C=C)cc1","('C=Cc1ccc(C(C)(C)C)cc1',)","[]","0","CC(C)(C)c1ccc(C([Rn])CCC([Rn])c2ccc(C(C)(C)C)cc2)cc1","vinyl"
"68","CC(C)(C)c1ccc(C=C)cc1","('C=Cc1ccc(C(C)(C)C)cc1',)","[]","0","CC(C)(C)c1ccc(C([Rn])CC(C[Rn])c2ccc(C(C)(C)C)cc2)cc1","vinyl"
"69","Clc1ccc(C=C)cc1","('C=Cc1ccc(Cl)cc1',)","[]","0","Clc1ccc(C([Rn])CC(C[Rn])c2ccc(Cl)cc2)cc1","vinyl"
"70","Clc1ccc(C=C)cc1","('C=Cc1ccc(Cl)cc1',)","[]","0","Clc1ccc(C(C[Rn])C(C[Rn])c2ccc(Cl)cc2)cc1","vinyl"
"71","Clc1ccc(C=C)cc1","('C=Cc1ccc(Cl)cc1',)","[]","0","Clc1ccc(C([Rn])CCC([Rn])c2ccc(Cl)cc2)cc1","vinyl"
"72","Clc1ccc(C=C)cc1","('C=Cc1ccc(Cl)cc1',)","[]","0","Clc1ccc(C([Rn])CC(C[Rn])c2ccc(Cl)cc2)cc1","vinyl"
"73","Brc1ccc(C=C)cc1","('C=Cc1ccc(Br)cc1',)","[]","0","Brc1ccc(C([Rn])CC(C[Rn])c2ccc(Br)cc2)cc1","vinyl"
"74","Brc1ccc(C=C)cc1","('C=Cc1ccc(Br)cc1',)","[]","0","Brc1ccc(C(C[Rn])C(C[Rn])c2ccc(Br)cc2)cc1","vinyl"
"75","Brc1ccc(C=C)cc1","('C=Cc1ccc(Br)cc1',)","[]","0","Brc1ccc(C([Rn])CCC([Rn])c2ccc(Br)cc2)cc1","vinyl"
"76","Brc1ccc(C=C)cc1","('C=Cc1ccc(Br)cc1',)","[]","0","Brc1ccc(C([Rn])CC(C[Rn])c2ccc(Br)cc2)cc1","vinyl"
"78","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]CC(CC([Rn])c1ccccn1)c1ccccn1","vinyl"
"79","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]CC(c1ccccn1)C(C[Rn])c1ccccn1","vinyl"
"80","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]C(CCC([Rn])c1ccccn1)c1ccccn1","vinyl"
"81","C=Cc1ccccn1","('C=Cc1ccccn1',)","[]","0","[Rn]C(CC(C[Rn])c1ccccn1)c1ccccn1","vinyl"
"82","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCC","vinyl"
"83","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)(C[Rn])C(C)(C[Rn])C(=O)OCCCC","vinyl"
"84","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)([Rn])CCC(C)([Rn])C(=O)OCCCC","vinyl"
"85","C=C(C)C(=O)OCCCC","('C=C(C)C(=O)OCCCC',)","[]","0","CCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCC","vinyl"
"86","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])C(CC)C(C)(C(=O)OCCCCCCCC)C([Rn])CC","vinyl"
"87","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)(C([Rn])CC)C(C)(C(=O)OCCCCCCCC)C([Rn])CC","vinyl"
"88","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])C(CC)C(CC)C(C)([Rn])C(=O)OCCCCCCCC","vinyl"
"89","CCC=C(C)C(=O)OCCCCCCCC","('CCC=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])C(CC)C(C)(C(=O)OCCCCCCCC)C([Rn])CC","vinyl"
"90","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCC","vinyl"
"91","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCCC","vinyl"
"92","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCCC","vinyl"
"93","CCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCC',)","[]","0","CCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCC","vinyl"
"94","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCC","vinyl"
"95","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCC","vinyl"
"96","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCC","vinyl"
"97","CCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCC","vinyl"
"98","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCCCC","vinyl"
"99","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)(C[Rn])C(C)(C[Rn])C(=O)OCCCCCC","vinyl"
"100","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)([Rn])CCC(C)([Rn])C(=O)OCCCCCC","vinyl"
"101","C=C(C)C(=O)OCCCCCC","('C=C(C)C(=O)OCCCCCC',)","[]","0","CCCCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCCCC","vinyl"
"102","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCCC","vinyl"
"103","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCCCCC","vinyl"
"104","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCCCCC","vinyl"
"105","CCCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCCC',)","[]","0","CCCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCCC","vinyl"
"106","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCC","vinyl"
"107","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C[Rn])C(C[Rn])C(=O)OCCCCCCCC","vinyl"
"108","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C([Rn])CCC([Rn])C(=O)OCCCCCCCC","vinyl"
"109","CCCCCCCCOC(=O)C=C","('C=CC(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C([Rn])CC(C[Rn])C(=O)OCCCCCCCC","vinyl"
"110","C=C(C)C(=O)OCCCCCCCC","('C=C(C)C(=O)OCCCCCCCC',)","[]","0","CCCCCCCCOC(=O)C(C)([Rn])CC(C)(C[Rn])C(=O)OCCCCCCCC","vinyl"
